,grid,Area,LAT,LON,DEPTH,DIST2SHORE,DIST125,DIST1000,SST
1521,3028681,100,42.57774146,-70.3363574,-103.5340576,21.86425972,654.927532,296243.222,18.37920911
1522,3028682,100,42.57333146,-70.21474409,-79.69412231,32.00426865,7328.260857,295658.272,18.4134945
1523,3028683,100,42.56879565,-70.09314232,-106.5023117,41.18576813,3247.407174,295410.8679,18.43729773
1524,3028684,100,42.56413394,-69.97155275,-151.1568298,51.34472656,6581.51714,292819.1332,18.55052751
1525,3028685,100,42.55934627,-69.84997604,-215.3339691,58.93702316,14630.98609,287162.0996,18.68339981
1526,3028686,100,42.55443256,-69.72841286,-248.0394287,62.94325638,24163.66475,281746.515,18.76249394
1527,3028687,100,42.54939272,-69.60686386,-263.5278625,67.43927002,31033.31821,276586.5604,18.81509376
1528,3028688,100,42.54422668,-69.48532971,-262.8095703,72.92266846,25855.31713,271696.8016,18.81876261
1529,3028689,100,42.53893437,-69.36381108,-232.6929932,79.46555328,21923.75794,267092.0791,18.7362372
1530,3028690,100,42.53351572,-69.24230862,-224.7602997,86.85157013,19927.29811,262787.3768,18.60699214
1531,3028691,100,42.52797066,-69.120823,-209.0412445,94.12408447,21356.44094,258797.6664,18.48878295
1532,3028692,100,42.52229912,-68.99935488,-204.8471527,102.294426,17640.16994,255137.725,18.37902154
1533,3028693,100,42.51650104,-68.87790493,-206.8703918,110.7531128,13968.62969,251821.932,18.27639721
1534,3028694,100,42.51057635,-68.75647381,-189.2112274,118.9348068,16351.97152,248864.0431,18.17259177
1535,3028695,100,42.504525,-68.63506218,-192.1224518,127.9462814,23230.39629,246276.9557,18.07230405
1536,3028696,100,42.49834692,-68.51367071,-212.0158234,136.1329346,31724.12439,239987.3279,17.95957921
1537,3028697,100,42.49204205,-68.39230006,-204.8324738,144.9741974,40811.30338,231200.9694,17.82605689
1538,3028698,100,42.48561034,-68.2709509,-184.2355499,153.4659424,50246.44114,222494.76,17.65739341
1539,3028699,100,42.47905173,-68.14962388,-160.2148743,161.3197784,59607.87867,213889.9862,17.51203938
1540,3028700,100,42.47236618,-68.02831967,-185.8773804,167.263382,54469.93003,205403.4928,17.31996365
1541,3028701,100,42.46555362,-67.90703894,-209.1999054,172.7407379,50030.4584,197059.0352,17.17312319
1542,3028702,100,42.45861402,-67.78578235,-213.1628876,177.6385956,45208.04081,188729.9854,17.05908816
1543,3028703,100,42.45154732,-67.66455056,-229.4420319,170.9705811,41121.70293,179300.1076,16.95761007
1544,3028704,100,42.44435347,-67.54334423,-283.3877258,163.8990784,37154.35288,169721.3961,16.80723899
1545,3028705,100,42.43703245,-67.42216403,-316.4483337,156.9423676,33541.5594,160194.1831,16.69891509
1546,3028706,100,42.42958419,-67.30101062,-344.1264038,150.325531,31053.06711,150728.2327,16.52807234
1547,3028707,100,42.42200867,-67.17988466,-358.4707947,144.2991333,27999.62566,141335.8553,16.34199689
1548,3028708,100,42.41430584,-67.05878682,-362.9461365,138.4481049,26430.04428,132032.7532,16.1912868
1549,3028709,100,42.40647568,-66.93771775,-352.8971863,133.1242065,25612.23104,122660.4426,16.08612999
1550,3028710,100,42.39851813,-66.81667812,-344.5159607,128.6481934,25896.87214,113190.5005,16.02841568
1551,3028711,100,42.39043318,-66.69566859,-330.1694031,124.5235443,25850.32659,103820.0112,15.98205412
1552,3028712,100,42.38222079,-66.57468982,-311.6677246,121.2779236,24778.57691,94578.53903,15.94339176
1553,3028713,100,42.37388094,-66.45374247,-282.5238647,119.111908,24817.65418,85507.92617,15.89691747
1554,3028714,100,42.36541358,-66.3328272,-247.1320038,116.9586411,25422.26333,76668.83772,15.82800989
1555,3028715,100,42.35681871,-66.21194466,-238.7883911,116.3862915,24193.78854,68151.41915,15.73786038
1556,3028716,100,42.34809629,-66.09109553,-252.8054657,116.5694809,22166.68717,59610.18177,15.67848099
1557,3028717,100,42.33924631,-65.97028045,-234.3018799,117.1507416,14935.17913,50794.66263,15.6561472
1558,3028718,100,42.33026874,-65.84950009,-206.3267975,118.4731293,8407.863653,42506.72579,15.59376769
1559,3028719,100,42.32116357,-65.7287551,-142.2557526,119.3836441,637.6671238,35031.71747,15.56323777
1560,3028720,100,42.31193078,-65.60804614,-102.5488281,120.3069229,8405.384113,28979.60074,15.57303515
1561,3028721,100,42.30257035,-65.48737387,-105.5526733,121.2429657,10995.48785,21265.45101,15.63387537
1562,3028722,100,42.29308228,-65.36673894,-119.0509796,124.1917725,3542.061081,15009.71683,15.80613149
1563,3028723,100,42.28346655,-65.246142,-226.0583038,127.1533432,2827.275501,9052.055841,16.0404294
1564,3028724,100,42.27372315,-65.12558372,-553.7727051,131.0693054,9878.620568,4404.517616,16.32440526
1565,3028725,100,42.26385208,-65.00506474,-1089.082886,135.1147919,14752.10008,1585.125892,16.55046255
1566,3028726,100,42.25385333,-64.88458572,-1437.43811,140.1146698,21794.21437,7713.161628,16.75664559
1567,3028727,100,42.2437269,-64.76414732,-1711.123047,145.2125854,27167.69907,14103.33182,16.91151699
1568,3028728,100,42.23347279,-64.64375017,-1909.935913,151.1527252,33407.95981,19685.76009,17.03986428
1569,3028729,100,42.22309099,-64.52339494,-1905.332642,156.3514099,38434.85191,27225.68408,17.20086505
1570,3028730,100,42.21258151,-64.40308227,-2014.025146,162.4336243,43651.29714,32353.26972,17.33262296
1571,3028731,100,42.20194435,-64.28281281,-2077.26001,169.0668335,49731.88804,38183.78815,17.42303207
1572,3028732,100,42.19117952,-64.16258722,-2052.26001,175.3820496,56930.53279,43315.27336,17.45489797
1573,3028733,100,42.18028702,-64.04240613,-2056.069092,181.7306824,64425.32258,48662.17422,17.53395241
1574,3028734,100,42.16926687,-63.9222702,-2173.216064,188.8462982,70330.186,51468.9128,17.62284697
1575,3028735,100,42.15811908,-63.80218006,-2265.939941,195.9700928,75233.88597,55604.46718,17.70201445
1576,3028736,100,42.14684365,-63.68213638,-2282.262695,203.2335663,79312.47847,55645.2269,17.80894806
1577,3028737,100,42.1354406,-63.56213978,-2331.762939,210.9559326,84384.83845,56341.84323,17.93558522
1578,3028738,100,42.12390995,-63.44219091,-2445.910889,217.3899078,90139.74223,58757.25759,18.08895733
1579,3028917,93.707218,42.50423539,-70.82811256,-11.48799896,0.688743711,34469.97047,290668.5366,18.27118993
1580,3028918,100,42.50032847,-70.70662879,-47.35549545,7.467153072,24896.33991,289443.0398,18.33147146
1581,3028919,100,42.49629639,-70.58515399,-63.19045258,10.87036133,15858.0128,288521.188,18.42826785
1582,3028920,100,42.49213907,-70.46368884,-76.54542542,18.3796978,6083.672542,287225.0744,18.46457911
1583,3028921,100,42.48785641,-70.34223399,-100.9837799,26.19759178,890.7533527,286272.6153,18.47787263
1584,3028922,100,42.48344833,-70.22079009,-81.6098175,34.57615662,3614.166526,285667.2489,18.4196843
1585,3028923,100,42.47891475,-70.09935781,-94.87902832,42.56422043,5729.60709,285411.1839,18.43764598
1586,3028924,100,42.4742556,-69.97793779,-159.9613342,46.57920837,4142.355476,284712.4508,18.57448992
1587,3028925,100,42.46947078,-69.85653071,-216.9168549,50.29400635,13802.59698,278891.0297,18.6978986
1588,3028926,100,42.46456022,-69.73513722,-263.5953369,53.95602036,23474.51682,273311.6045,18.80461535
1589,3028927,100,42.45952384,-69.61375797,-251.9742737,59.45238495,33331.62483,267989.2898,18.8752687
1590,3028928,100,42.45436158,-69.49239363,-255.7497711,65.1967926,34835.31433,262939.7007,18.90769378
1591,3028929,100,42.44907336,-69.37104486,-251.3013458,72.64174652,31413.55683,258178.8394,18.82885034
1592,3028930,100,42.44365911,-69.24971231,-233.0530701,80.39467621,29926.32119,253722.9591,18.73616457
1593,3028931,100,42.43811875,-69.12839665,-221.8305206,88.20594025,30889.81019,249588.3939,18.6403514
1594,3028932,100,42.43245223,-69.00709853,-220.0628662,96.79014587,26471.19974,245791.3609,18.55356359
1595,3028933,100,42.42665948,-68.88581862,-213.7105103,105.1523666,23939.82078,242347.7253,18.49930332
1596,3028934,100,42.42074043,-68.76455758,-202.748764,114.0253983,25404.318,239272.7453,18.37120535
1597,3028935,100,42.41469503,-68.64331606,-195.7371368,122.168396,30292.63437,236580.7972,18.21061349
1598,3028936,100,42.4085232,-68.52209473,-194.3990173,131.2905273,37281.47115,234285.0826,18.08318494
1599,3028937,100,42.40222491,-68.40089425,-208.0484161,140.4105682,45411.14818,226451.3243,17.93712844
1600,3028938,100,42.39580008,-68.27971527,-197.0204468,149.5661926,54079.42796,217633.8143,17.78029058
1601,3028939,100,42.38924867,-68.15855846,-181.6250916,158.7953339,51114.94871,208862.6,17.63132652
1602,3028940,100,42.38257062,-68.03742448,-178.3182831,167.9411011,45826.74067,200180.2712,17.43622981
1603,3028941,100,42.37576588,-67.91631398,-182.2875366,177.8686066,41132.57825,191611.6305,17.30501528
1604,3028942,100,42.36883441,-67.79522763,-197.8371887,184,36639.96608,183184.84,17.20378353
1605,3028943,100,42.36177615,-67.67416609,-236.7665558,178.2389984,31942.81205,174902.1051,17.12482231
1606,3028944,100,42.35459107,-67.55313001,-278.9873352,171.0332489,27874.13206,166369.6294,16.99374257
1607,3028945,100,42.34727911,-67.43212006,-303.6955566,164.4841003,24096.75971,157353.7526,16.83416646
1608,3028946,100,42.33984023,-67.31113689,-306.3278503,158.1296692,21407.05186,147705.8808,16.68041702
1609,3028947,100,42.33227441,-67.19018117,-299.7554626,152.2725525,18346.76589,138108.1145,16.55627047
1610,3028948,100,42.32458159,-67.06925354,-297.591156,147.0418396,16529.8988,128571.6727,16.40809655
1611,3028949,100,42.31676174,-66.94835468,-299.8808594,142.1592865,15612.49794,119111.288,16.2891733
1612,3028950,100,42.30881484,-66.82748523,-292.5495605,137.8670349,15909.90789,109746.6301,16.21098178
1613,3028951,100,42.30074083,-66.70664587,-283.8839111,134.4259186,15909.29221,100504.4615,16.16390809
1614,3028952,100,42.2925397,-66.58583723,-268.9042664,131.2460327,14812.03368,91039.04952,16.13614518
1615,3028953,100,42.28421142,-66.46505998,-255.517395,129.0788574,14817.88213,81575.81625,16.09591818
1616,3028954,100,42.27575596,-66.34431479,-230.0785522,126.924408,15518.22418,72257.31258,15.99092178
1617,3028955,100,42.26717329,-66.22360229,-224.1743164,126.4559479,14201.59155,63147.64031,15.90345361
1618,3028956,100,42.25846339,-66.10292315,-249.8778687,126.6536636,14363.59388,54351.90666,15.85181731
1619,3028957,100,42.24962623,-65.98227803,-235.7101746,127.0747528,18125.0309,46050.35314,15.85876829
1620,3028958,100,42.24066181,-65.86166757,-227.3481445,128.4338226,12963.28922,37252.61194,15.82344734
1621,3028959,100,42.2315701,-65.74109244,-207.5318451,129.3429871,5119.132472,28539.11542,15.79158131
1622,3028960,100,42.22235108,-65.62055328,-140.7928467,130.2648926,1343.060938,20892.63971,15.83682671
1623,3028961,100,42.21300474,-65.50005075,-120.8873291,131.1995239,4569.309897,15569.92633,15.99464484
1624,3028962,100,42.20353107,-65.3795855,-302.5985107,133.2264252,2897.768136,7143.040344,16.21240674
1625,3028963,100,42.19393005,-65.25915818,-822.3604736,136.1069946,10340.63632,2183.518535,16.45702683
1626,3028964,100,42.18420168,-65.13876945,-1182.186401,140.079834,16928.63005,3642.761013,16.65334569
1627,3028965,100,42.17434595,-65.01841995,-1465.448853,144.0653992,22942.18901,8163.996157,16.83698286
1628,3028966,100,42.16436286,-64.89811034,-1701.807007,148.7526855,28715.16222,15205.77349,17.02353059
1629,3028967,100,42.1542524,-64.77784126,-1901.603516,153.7906342,35803.96401,21520.47803,17.18150629
1630,3028968,100,42.14401457,-64.65761336,-2016.001343,159.0985413,41023.62421,27943.01298,17.2789089
1631,3028969,100,42.13364937,-64.53742728,-2075.450195,165.1350555,47112.51389,33809.21568,17.39831049
1632,3028970,100,42.1231568,-64.41728369,-2121.288574,170.9559479,52223.94268,40853.18741,17.4686765
1633,3028971,100,42.11253687,-64.29718321,-2183.202393,177.0279846,57535.72054,46109.3045,17.51623847
1634,3028972,100,42.10178958,-64.1771265,-2236.368408,183.1083984,63860.66111,51739.60989,17.56383205
1635,3028973,100,42.09091493,-64.0571142,-2260.634033,189.4085083,71035.26616,57263.89442,17.63759351
1636,3028974,100,42.07991295,-63.93714696,-2347.724121,196.2940063,78299.92001,60922.36086,17.71136488
1637,3028975,100,42.06878363,-63.81722541,-2397.54541,202.915802,84419.13536,64559.32538,17.79385775
1638,3028976,100,42.05752699,-63.6973502,-2469.088867,209.9406128,88309.62477,65643.57275,17.92181635
1639,3029157,100,42.41434034,-70.83330399,-29.05612373,6.169600964,37663.15007,280769.772,18.32863784
1640,3029158,100,42.41043421,-70.71198864,-51.91944504,13.13749218,28267.67891,279500.8761,18.43948861
1641,3029159,100,42.40640323,-70.59068236,-78.71385956,19,19483.59432,278585.3814,18.52891837
1642,3029160,100,42.40224731,-70.4693858,-56.01160812,24.836689,12074.16838,277290.8343,18.58182025
1643,3029161,100,42.39796636,-70.34809962,-39.21286392,32.3934021,8107.680961,276304.1325,18.49933754
1644,3029162,100,42.3935603,-70.22682448,-61.8873291,34.85602951,10007.07745,275676.8771,18.42306352
1645,3029163,100,42.38902905,-70.10556102,-83.64567566,34.40290451,6207.17187,275411.5244,18.45666599
1646,3029164,100,42.38437252,-69.98430991,-170.8693695,36.93725204,3507.093578,275509.1188,18.55484986
1647,3029165,100,42.37959064,-69.86307179,-224.9964752,40.65188599,12930.39566,270736.6629,18.69136435
1648,3029166,100,42.37468333,-69.74184733,-251.774704,45.28359985,21405.94295,264985.5987,18.81626797
1649,3029167,100,42.36965051,-69.62063717,-243.2645264,51.2028923,29987.71406,259492.5703,18.88915034
1650,3029168,100,42.36449211,-69.49944198,-234.967865,58.50501251,36182.62933,254274.3021,18.91954957
1651,3029169,100,42.35920806,-69.37826241,-233.0886688,66.28352356,41055.21103,249348.0449,18.8774626
1652,3029170,100,42.35379829,-69.25709911,-241.3891907,74.69514465,39925.34459,244731.433,18.78752847
1653,3029171,100,42.34826272,-69.13595275,-230.197937,83.23099518,39907.90478,240442.3024,18.70913802
1654,3029172,100,42.3426013,-69.01482398,-216.5287323,91.76435089,35760.9161,236498.4728,18.66217615
1655,3029173,100,42.33681396,-68.89371345,-212.0949249,100.2867126,33927.97407,232917.4844,18.61214883
1656,3029174,100,42.33090063,-68.77262182,-199.6618195,109.1403275,34976.73187,229716.3059,18.48859572
1657,3029175,100,42.32486125,-68.65154976,-186.8166809,118.3311462,38673.45512,226911.013,18.33724566
1658,3029176,100,42.31869577,-68.53049791,-176.1549835,127.4502106,44361.02394,224516.4464,18.16109963
1659,3029177,100,42.31240412,-68.40946693,-202.809082,136.5533142,51382.5342,221613.5512,18.04439928
1660,3029178,100,42.30598625,-68.28845748,-200.0424194,145.6883545,49307.93891,212829.6674,17.94341777
1661,3029179,100,42.29944211,-68.16747022,-187.4558105,155.3344879,43064.78746,204132.0219,17.77349093
1662,3029180,100,42.29277165,-68.0465058,-179.5324402,164.8494263,37316.43244,195281.9421,17.60382017
1663,3029181,100,42.2859748,-67.92556487,-206.0258942,174.09198,32117.16406,186525.6235,17.47714392
1664,3029182,100,42.27905154,-67.80464811,-226.384903,184.0351868,27698.3294,177874.7856,17.39332433
1665,3029183,100,42.27200179,-67.68375615,-232.3935699,185.1754303,22863.13141,169354.9752,17.30549485
1666,3029184,100,42.26482554,-67.56288967,-253.0785522,178.7926483,18767.76358,161005.5171,17.16601491
1667,3029185,100,42.25752272,-67.4420493,-264.4714661,172.452652,14946.55181,152680.2844,17.00326668
1668,3029186,100,42.2500933,-67.32123572,-243.5776062,166.3059692,11563.47385,144009.374,16.84776783
1669,3029187,100,42.24253724,-67.20044957,-227.0111237,160.7912292,8974.192959,135107.7752,16.6815746
1670,3029188,100,42.23485449,-67.0796915,-217.3267975,155.4837036,6631.03238,125812.1697,16.53481171
1671,3029189,100,42.22704504,-66.95896219,-219.2411194,151.1917114,5613.719768,116127.198,16.39945728
1672,3029190,100,42.21910883,-66.83826227,-224.9025269,146.9153442,5956.089394,106500.4691,16.30970513
1673,3029191,100,42.21104584,-66.71759241,-215.1453857,143.3954163,5919.349455,96949.3366,16.24614553
1674,3029192,100,42.20285604,-66.59695325,-212.4622345,140.5822449,4892.860417,87498.55841,16.18893537
1675,3029193,100,42.1945394,-66.47634545,-197.3016357,138.2204742,4819.060202,78184.53552,16.15521509
1676,3029194,100,42.18609589,-66.35576967,-192.3781281,136.8904114,5587.930362,69022.66045,16.11219829
1677,3029195,100,42.17752548,-66.23522656,-191.8776245,136.5006256,4227.867696,59419.12974,16.01256514
1678,3029196,100,42.16882816,-66.11471676,-218.2836609,136.6171875,5169.421198,49971.37438,15.91343045
1679,3029197,100,42.1600039,-65.99424093,-221.4866943,136.9992218,9497.856415,40787.7866,15.91552171
1680,3029198,100,42.15105268,-65.87379973,-238.6375732,138.3947296,15440.66596,32095.93201,15.98944584
1681,3029199,100,42.14197448,-65.75339379,-254.4393921,139.3025513,12749.45864,24401.15621,16.03072786
1682,3029200,100,42.13276929,-65.63302378,-298.4393616,140.2230682,5315.026964,14904.37565,16.12631063
1683,3029201,100,42.1234371,-65.51269034,-326.7778015,141.1562958,3248.402929,6766.353579,16.366358
1684,3029202,100,42.11397788,-65.39239413,-801.199646,143.1022186,9377.145185,2515.408166,16.66480799
1685,3029203,100,42.10439164,-65.27213578,-1304.4198,146.0608368,16630.9039,5818.15994,16.90888661
1686,3029204,100,42.09467835,-65.15191594,-1584.55481,149.0321655,24153.33165,10100.88728,17.06404311
1687,3029205,100,42.08483802,-65.03173528,-1806.30835,153.0162048,31067.08083,16550.26425,17.22149513
1688,3029206,100,42.07487064,-64.91159442,-1923.602539,157.3535004,36811.69433,21991.78032,17.336601
1689,3029207,100,42.0647762,-64.79149402,-2028.157837,162.0223846,42795.98778,29131.3477,17.40311698
1690,3029208,100,42.0545547,-64.67143471,-2148.161377,167.401062,49495.28982,35516.03026,17.49316144
1691,3029209,100,42.04420615,-64.55141716,-2203.959961,173.0793915,55025.37211,41687.8281,17.58179608
1692,3029210,100,42.03373054,-64.43144199,-2250.368164,179.1269531,60697.38411,47943.68476,17.61297065
1693,3029211,100,42.02312788,-64.31150985,-2332.693848,184.5362244,65933.39479,54636.44037,17.64193981
1694,3029212,100,42.01239817,-64.19162138,-2399.246338,190.5980377,71521.20363,60037.71837,17.66460338
1695,3029213,100,42.00154143,-64.07177723,-2435.324951,197.3458557,77994.27787,65519.72502,17.74105768
1696,3029214,100,41.99055765,-63.95197802,-2546.347656,203.6121826,85152.40711,70477.9477,17.82123566
1697,3029398,100,42.32053476,-70.71733941,-35.52809525,8.553476334,33499.39986,269562.9906,18.46822318
1698,3029399,100,42.31650497,-70.59620099,-62.11856842,15.13242245,26205.65356,268613.6273,18.57163265
1699,3029400,100,42.31235055,-70.47507238,-79.55393219,22.99276161,20640.27822,267361.4972,18.60674539
1700,3029401,100,42.3080714,-70.35395422,-61.85810852,27.30714035,17936.98151,266338.0124,18.520153
1701,3029402,100,42.30366745,-70.23284718,-39.94684219,24.866745,12939.52932,265687.2295,18.46634542
1702,3029403,100,42.29913862,-70.11175189,-89.1137085,24.41386223,3470.605898,265411.8901,18.46348034
1703,3029404,100,42.29448481,-69.99066902,-158.1841888,27.94848061,2160.530418,265513.1601,18.516689
1704,3029405,100,42.28970596,-69.86959922,-208.0437622,31.47059631,7640.488018,262709.8691,18.64069605
1705,3029406,100,42.28480198,-69.74854313,-238.2164001,36.99298477,17303.92003,256779.0916,18.80261025
1706,3029407,100,42.2797728,-69.62750141,-239.3795624,44.22713852,22082.10735,251106.6078,18.89695675
1707,3029408,100,42.27461835,-69.50647471,-228.4805145,51.99437332,29457.81745,245710.3074,18.91731006
1708,3029409,100,42.26933856,-69.38546368,-213.0004883,60.95363235,38051.36779,240608.7737,18.89223677
1709,3029410,100,42.26393335,-69.26446898,-212.5164642,69.05310059,47202.226,235821.137,18.85578166
1710,3029411,100,42.25840266,-69.14349126,-202.4728088,78.0513382,48820.10988,231366.885,18.78308595
1711,3029412,100,42.25274642,-69.02253118,-186.6018219,86.83027649,45352.34841,227265.6206,18.73334778
1712,3029413,100,42.24696457,-68.90158937,-190.3846588,95.53752136,43921.51861,223536.7736,18.68575283
1713,3029414,100,42.24105703,-68.78066651,-197.7500916,105.0390549,44736.60952,220199.2631,18.56039338
1714,3029415,100,42.23502377,-68.65976324,-194.0413666,114.523674,47682.58051,217271.1269,18.4070758
1715,3029416,100,42.2288647,-68.53888021,-171.8397217,123.6119766,51506.78257,214769.1064,18.24423385
1716,3029417,100,42.22257978,-68.41801808,-189.2414551,133.5292206,46466.20061,212708.2409,18.12653908
1717,3029418,100,42.21616895,-68.2971775,-192.8644104,142.7822571,40830.97807,208136.0285,18.02407941
1718,3029419,100,42.20963216,-68.17635913,-182.5310364,152.327301,35349.71471,199259.9009,17.90119793
1719,3029420,100,42.20296935,-68.05556362,-203.9124451,161.943634,29012.01101,190490.8312,17.75233464
1720,3029421,100,42.19618047,-67.93479161,-227.6691132,171.0208435,23603.24966,181784.5578,17.61690047
1721,3029422,100,42.18926548,-67.81404377,-222.5291901,181.0407867,18869.01215,172932.3458,17.48969496
1722,3029423,100,42.18222433,-67.69332075,-199.4615631,190,14576.50598,164195.1008,17.36803198
1723,3029424,100,42.17505698,-67.5726232,-199.9456024,185.998642,9769.331233,155581.2652,17.18588285
1724,3029425,100,42.16776337,-67.45195176,-192.6905212,180.4188385,5535.685711,147129.8694,16.93553964
1725,3029426,100,42.16034347,-67.33130711,-151.6787262,174.4656525,1943.890286,138855.8645,16.64629448
1726,3029427,100,42.15279724,-67.21068988,-117.8331146,169.2202759,522.928074,130505.9084,16.4649754
1727,3029428,100,42.14512465,-67.09010072,-96.66481781,164.4976044,3291.381249,121649.274,16.27658179
1728,3029429,100,42.13732565,-66.9695403,-89.89500427,160.2214661,4372.500565,112756.1839,16.14238652
1729,3029430,100,42.12940021,-66.84900925,-99.45852661,156.5599823,3914.298284,104064.2493,16.06780804
1730,3029431,100,42.1213483,-66.72850824,-98.32704926,153.3651733,4080.648571,94324.97512,16.00140119
1731,3029432,100,42.11316989,-66.60803791,-94.75782776,150.1830139,5042.834008,84581.46863,15.99018996
1732,3029433,100,42.10486495,-66.48759891,-92.48773193,148.2733917,5131.882502,74905.5987,15.98976166
1733,3029434,100,42.09643346,-66.36719189,-100.1637421,146.8566589,4406.917814,65327.42627,16.00754378
1734,3029435,100,42.08787538,-66.24681751,-96.78503418,146.4771881,5532.038985,55897.1964,15.99863343
1735,3029436,100,42.0791907,-66.1264764,-109.5382614,146.5809326,3996.571612,46704.60845,15.92850323
1736,3029437,100,42.07037939,-66.00616922,-153.9701691,146.924118,1536.525406,37505.36057,15.94297825
1737,3029438,100,42.06144143,-65.88589661,-215.9560547,148.3558502,7791.115948,27805.7067,16.06510667
1738,3029439,100,42.05237681,-65.76565923,-263.1491699,149.2623138,14414.54611,18429.9383,16.1809882
1739,3029440,100,42.04318551,-65.64545772,-369.6098328,150.1814423,14536.8794,10268.61572,16.34624165
1740,3029441,100,42.03386752,-65.52529272,-835.5617676,151.1132507,12852.48274,3249.355863,16.65995962
1741,3029442,100,42.02442281,-65.40516488,-1253.045654,153.057724,17105.25116,5739.52331,17.01877512
1742,3029443,100,42.01485139,-65.28507485,-1573.023193,155.0296173,23504.39802,11528.65886,17.27526877
1743,3029444,100,42.00515324,-65.16502328,-1743.752075,158.9823456,30621.27489,18995.79194,17.43020357
1744,3029445,100,41.99532836,-65.04501079,-1970.149414,161.9671631,38199.6642,24148.95456,17.54737375
1745,3029446,100,41.98537674,-64.92503804,-2101.995605,165.962326,45207.83741,30499.66408,17.64869965
1746,3029447,100,41.97529838,-64.80510567,-2185.373047,170.9701691,50804.22573,36063.68486,17.72638212
1747,3029448,100,41.96509327,-64.68521433,-2275.84375,175.9906769,56907.22819,43188.83782,17.80135792
1748,3029449,100,41.95476141,-64.56536464,-2385.100342,181.9644012,63203.1452,49594.80898,17.8242595
1749,3029450,100,41.94430281,-64.44555725,-2447.774414,187.0697174,69084.33638,55632.16826,17.81493096
1750,3029451,100,41.93371747,-64.32579281,-2518.637451,193.0489655,74489.97257,62081.64661,17.81723263
1751,3029452,100,41.9230054,-64.20607194,-2562.799805,199.0922699,79701.82568,68356.37429,17.79872634
1752,3029639,100,42.22660171,-70.60170982,-34.9410553,9.436490059,34160.96947,258644.0548,18.59165144
1753,3029640,100,42.22244888,-70.48074849,-62.18540192,18.85334969,30104.09623,257437.6306,18.66928445
1754,3029641,100,42.21817163,-70.35979771,-50.52639008,19.31716347,23012.76134,256374.5321,18.70498616
1755,3029642,100,42.21376988,-70.23885811,-28.66681862,14.87698746,13374.67684,255698.3922,18.61662659
1756,3029643,100,42.20924355,-70.11793035,-70.2590332,14.42435455,5293.479963,255412.2844,18.52781103
1757,3029644,100,42.20459255,-69.99701508,-130.0699921,18.75774765,681.0275029,255517.1002,18.5112625
1758,3029645,100,42.19981681,-69.87611293,-175.922348,23.37038803,5969.690554,253860.9821,18.55983806
1759,3029646,100,42.19491626,-69.75522457,-222.8062286,29.99981117,8127.501108,248703.9137,18.73350599
1760,3029647,100,42.18989081,-69.63435063,-232.1267395,38.52225876,15690.75563,242842.8778,18.88080874
1761,3029648,100,42.18474039,-69.51349177,-213.582016,47.12486267,25026.85247,237258.698,18.90424882
1762,3029649,100,42.17946494,-69.39264863,-193.7435303,55.5766449,34734.52066,231971.37,18.86866179
1763,3029650,100,42.17406438,-69.27182188,-194.7760315,64.28807831,44571.6325,227001.6373,18.83795478
1764,3029651,100,42.16853864,-69.15101215,-183.1329346,73.39878845,52602.75011,222370.7936,18.81911943
1765,3029652,100,42.16288767,-69.03022009,-155.9430847,82.4779892,55089.27205,218100.4283,18.77842593
1766,3029653,100,42.15711139,-68.90944636,-161.9159088,92.11725616,53917.45736,214212.0997,18.70135622
1767,3029654,100,42.15120973,-68.7886916,-177.0196075,101.6308365,54583.48342,210726.9559,18.59785791
1768,3029655,100,42.14518265,-68.66795647,-189.8657532,111.0128632,50174.4601,207665.2996,18.43080581
1769,3029656,100,42.13903009,-68.54724161,-177.3199768,120.7758408,43321.76168,205046.1015,18.28684425
1770,3029657,100,42.13275197,-68.42654768,-182.1446381,129.96521,37881.6488,202886.4958,18.17637728
1771,3029658,100,42.12634826,-68.30587532,-191.0332336,139.9124756,32945.4519,201201.2851,18.0883128
1772,3029659,100,42.11981889,-68.18522518,-204.1953125,148.988327,27064.59479,194752.7837,17.95216771
1773,3029660,100,42.11316381,-68.06459792,-215.4541779,159.0402069,21631.72992,185775.5321,17.82021993
1774,3029661,100,42.10638298,-67.94399419,-211.6793976,168.2249756,15064.11714,176908.0275,17.67105727
1775,3029662,100,42.09947634,-67.82341462,-196.6502686,178.1585388,9796.711,168155.9895,17.5354991
1776,3029663,100,42.09244385,-67.70285988,-178.9828796,188.2140198,5598.931728,159424.5438,17.25029529
1777,3029664,100,42.08528547,-67.58233061,-131.0572662,193.9923859,618.5609508,150586.0421,16.83429233
1778,3029665,100,42.07800114,-67.46182745,-78.97666168,188.4778442,3592.512288,141874.0771,16.51680246
1779,3029666,100,42.07059084,-67.34135107,-53.05368042,183.0760193,7407.016349,133310.242,16.22158627
1780,3029667,100,42.06305451,-67.22090211,-49.93235016,178.1945496,10158.17723,124953.148,16.00110388
1781,3029668,100,42.05539213,-67.10048121,-53.60894012,173.5089111,13201.61564,116625.3569,15.85673224
1782,3029669,100,42.04760366,-66.98008903,-59.65764236,169.2485352,14355.93572,108365.0359,15.76069071
1783,3029670,100,42.03968905,-66.85972621,-69.70183563,165.5310974,13897.37124,99289.43559,15.69183137
1784,3029671,100,42.03164829,-66.73939339,-72.80615234,162.7745056,14080.6472,90409.08707,15.63933297
